airline_sentiment,airline_sentiment_confidence,negativereason,airline,name,text,tweet_created,tweet_location,user_timezone
negative,1.0,Late Flight,US Airways,ConstanceSCHERE,"@USAirways First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable.",2015-02-23 06:55:07-08:00,"Boston, MA",Atlantic Time (Canada)
positive,1.0,,US Airways,jcsolomons,@USAirways Thank you.,2015-02-23 06:39:30-08:00,"Boston, MA",Quito
neutral,0.6629,,US Airways,DonIrvine,@USAirways 4473.  She just called to say it's a runway clearing problem of all things.,2015-02-23 06:34:40-08:00,Washington DC,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,ConstanceSCHERE,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.,2015-02-23 06:30:25-08:00,"Boston, MA",Atlantic Time (Canada)
neutral,1.0,,US Airways,The_BlueAnchor,@USAirways will all flights out of DFW be Cancelled Flightled today?,2015-02-23 06:27:16-08:00,"Dallas, TX",Central Time (US & Canada)
negative,1.0,longlines,US Airways,macaliciousmac,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!,2015-02-23 06:25:30-08:00,earth for now,Eastern Time (US & Canada)
negative,0.6523,Can't Tell,US Airways,jcsolomons,@USAirways I will. Is it down or is just me?,2015-02-23 06:21:51-08:00,"Boston, MA",Quito
positive,1.0,,US Airways,JOHN_TURNER_JR,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService,2015-02-23 06:13:19-08:00,"Mobile, Alabama, US",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,jcsolomons,@USAirways Thank you. The website crashing for me.,2015-02-23 05:50:40-08:00,"Boston, MA",Quito
positive,1.0,,US Airways,TeaMontgomery,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service,2015-02-23 05:24:05-08:00,Nube de la Reign,Eastern Time (US & Canada)
negative,0.6452,Can't Tell,US Airways,daknadler,"@USAirways : When You've Got to Get There, We've Got Excuses! #usairwaysfail",2015-02-23 05:20:34-08:00,Jacksonville,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,MadameMoodle,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,2015-02-23 05:02:38-08:00,"Sacramento, CA 95864",Pacific Time (US & Canada)
neutral,0.6421,,US Airways,daknadler,@USAirways : Maybe You Should Drive #usairwaysfail,2015-02-23 05:00:17-08:00,Jacksonville,Eastern Time (US & Canada)
negative,0.6458,Can't Tell,US Airways,daknadler,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail,2015-02-23 04:58:31-08:00,Jacksonville,Eastern Time (US & Canada)
neutral,0.6458,,US Airways,PeterPiatetsky,@USAirways thank you for the apology,2015-02-23 04:56:07-08:00,Nebraska,Eastern Time (US & Canada)
negative,0.6713,Customer Service Issue,US Airways,jcsolomons,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.,2015-02-23 04:52:36-08:00,"Boston, MA",Quito
negative,1.0,Late Flight,US Airways,daknadler,@USAirways We take Late Flight to a whole new level!,2015-02-23 04:51:22-08:00,Jacksonville,Eastern Time (US & Canada)
positive,1.0,,US Airways,hegshmeg,“@USAirways: @hegshmeg O” thank you for that elaborate response,2015-02-23 04:33:58-08:00,los angeles ca,Pacific Time (US & Canada)
neutral,0.6655,,US Airways,jcsolomons,@USAirways Is your refund system down?,2015-02-23 04:15:41-08:00,"Boston, MA",Quito
negative,1.0,Lost Luggage,US Airways,Keri_Everhart,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf,2015-02-23 03:52:59-08:00,"NC, USA",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,Keri_Everhart,@usairways Why are we waiting 40 min so far for our luggage??? #wannagohome,2015-02-23 03:47:44-08:00,"NC, USA",Eastern Time (US & Canada)
negative,0.6699,Customer Service Issue,US Airways,earthXplorer,@USAirways hello??? Anyone there?,2015-02-23 03:41:43-08:00,"Miami, Fl. USA",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,notmakefriends,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed,2015-02-23 03:34:40-08:00,"Sherman Oaks, CA",Pacific Time (US & Canada)
negative,1.0,Late Flight,US Airways,sheilafmaguire,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy",2015-02-23 03:27:17-08:00,"Scituate, MA",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,BarrelAgedElle,@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr,2015-02-23 02:48:21-08:00,Boston,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,SophAustenSneak,"@USAirways. wow, awful customer service.",2015-02-23 02:44:38-08:00,London,London
negative,0.7009,Customer Service Issue,US Airways,TravelingProf,@USAirways How many agents do you have working to handle the thousands of calls?,2015-02-23 01:00:03-08:00,"Great Barrington, MA",Eastern Time (US & Canada)
positive,1.0,,US Airways,Logunov_Daniil,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,2015-02-23 00:34:31-08:00,"Russia, Россия",Abu Dhabi
negative,1.0,Late Flight,US Airways,earthXplorer,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.,2015-02-23 00:33:04-08:00,"Miami, Fl. USA",Eastern Time (US & Canada)
neutral,0.6879,,US Airways,m_appel,"@USAirways 4469, thank you for asking.",2015-02-23 00:25:55-08:00,Washington DC ,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rmb1213,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?,2015-02-23 00:16:52-08:00,"Blackwood, NJ",Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways,2015-02-22 23:35:15-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable,2015-02-22 23:26:39-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore?,2015-02-22 23:26:14-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,0.6697,Can't Tell,US Airways,rossj987,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :),2015-02-22 23:25:44-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,mcarroll_,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.,2015-02-22 23:23:59-08:00,Washington D.C.,Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???,2015-02-22 23:23:35-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,rossj987,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,2015-02-22 23:23:04-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?,2015-02-22 23:22:47-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",2015-02-22 23:22:17-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,longlines,US Airways,rossj987,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?,2015-02-22 23:21:35-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?,2015-02-22 23:21:03-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,0.6793,Can't Tell,US Airways,rossj987,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?,2015-02-22 23:20:22-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.,2015-02-22 23:19:42-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on.,2015-02-22 23:19:10-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight.,2015-02-22 23:18:22-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,longlines,US Airways,rossj987,@USAirways there's over 50 people in line and only one agent!,2015-02-22 23:17:42-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!",2015-02-22 23:17:25-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,0.6588,Can't Tell,US Airways,rossj987,"@USAirways Already planning my local boycott for Washington, D.C. Area.",2015-02-22 23:16:53-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,rossj987,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.,2015-02-22 23:16:24-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!,2015-02-22 23:15:15-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",2015-02-22 23:14:44-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,rossj987,@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!,2015-02-22 23:14:11-08:00,"Washington, D.C.",Eastern Time (US & Canada)
neutral,0.695,,US Airways,mrmorganmusic,"@USAirways @PDQuigley any progress? Good luck, Patrick!",2015-02-22 23:02:36-08:00,"Conway, AR",Central Time (US & Canada)
positive,0.6849,,US Airways,DavidHall1981,"@USAirways @landonschott he's fine, he really likes picking his own seat....",2015-02-22 22:54:22-08:00,"Adelaide, South Australia",Adelaide
negative,1.0,Can't Tell,US Airways,FallNightLights,@USAirways is the worst airline to ever travel with.,2015-02-22 22:36:12-08:00,Detroit - Hampton U.,Quito
negative,1.0,Can't Tell,US Airways,FallNightLights,"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled.",2015-02-22 22:35:38-08:00,Detroit - Hampton U.,Quito
negative,1.0,Customer Service Issue,US Airways,CourtneyyKay,@USAirways the call hung up on me..,2015-02-22 22:29:01-08:00,Michigan ➡️ Florida,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Alauric_21,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!,2015-02-22 21:45:56-08:00,ImInMiamiBitch,Central Time (US & Canada)
positive,1.0,,US Airways,abrykwall,@USAirways Thank you. I'll do that next time!,2015-02-22 21:25:11-08:00,RDU,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,CourtneyyKay,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly,2015-02-22 21:22:50-08:00,Michigan ➡️ Florida,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,ubanks,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline,2015-02-22 21:15:29-08:00,Philly Yo,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,STPVRITCK,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,2015-02-22 21:14:00-08:00,LS ❤️,Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,Mia_Da_Jedi,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡,2015-02-22 21:03:34-08:00,Down The Rabbit Hole,Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,MrDrewcoleman,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous,2015-02-22 20:53:10-08:00,Louisiana,Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,jamokee,@USAirways you are the worst.,2015-02-22 20:49:34-08:00,"Sandy Eggo, California ",Alaska
negative,1.0,Customer Service Issue,US Airways,MelCMP,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL,2015-02-22 20:46:38-08:00,Pennsylvania,Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,MelCMP,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever,2015-02-22 20:43:46-08:00,Pennsylvania,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,ricapotomus,@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it,2015-02-22 20:42:03-08:00,"Phoenixville, Pa",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,MelCMP,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!",2015-02-22 20:40:43-08:00,Pennsylvania,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,MeganStephens74,"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected",2015-02-22 20:36:12-08:00,"Philadelphia, PA",Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,MeganStephens74,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one",2015-02-22 20:35:37-08:00,"Philadelphia, PA",Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,MeganStephens74,@USAirways give us no information and an attitude.,2015-02-22 20:34:30-08:00,"Philadelphia, PA",Atlantic Time (Canada)
